"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
"4504",4504,6,4,6,1,1,17,1711,2,99,1,999,12,1,14,99,9999,5,99,9
"4505",4505,6,4,6,22,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
"4506",4506,7,4,7,23,4,1,101,1,21,1,999,12,1,99,99,9999,5,99,9
"4507",4507,7,4,7,0,1,1,101,1,21,1,999,12,1,99,99,9999,5,99,9
"4508",4508,7,4,7,18,4,1,115,1,10,1,38,6,1,1,5,2005,5,99,9
"4509",4509,7,4,7,13,3,22,2201,2,99,1,18,2,1,4,1,2011,5,24,1
"4510",4510,7,4,7,22,4,22,2201,2,99,1,999,12,1,4,1,9999,5,21,9
"4511",4511,7,4,7,16,3,19,1901,2,99,1,33,5,1,9,2,2008,5,30,9
"4512",4512,7,4,7,2,1,19,1901,2,99,1,999,12,1,99,99,9999,5,99,9
"4513",4513,7,4,7,15,3,9,901,2,99,1,26,4,1,1,5,9999,5,32,9
"4514",4514,7,4,7,18,4,9,901,2,99,1,39,6,1,3,99,9999,5,44,9
"4515",4515,7,4,7,20,4,9,901,2,99,1,999,12,1,6,99,9999,5,15,9
"4516",4516,7,4,7,23,4,8,801,2,99,1,999,12,1,99,99,9999,5,99,9
"4517",4517,7,4,7,22,4,18,1801,2,99,1,999,12,1,99,99,9999,5,99,9
"4518",4518,7,4,7,12,3,18,1801,2,99,1,999,12,1,99,99,9999,5,99,9
"4519",4519,7,4,7,23,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
"4520",4520,8,4,1,16,3,1,101,1,3,1,999,12,1,99,99,9999,5,99,9
"4521",4521,8,4,1,20,4,19,1905,2,99,1,999,12,1,99,99,9999,5,99,9
"4522",4522,8,4,1,19,4,11,1101,1,1,1,31,5,1,1,8,1994,5,44,2
"4523",4523,8,4,1,7,2,9,901,1,5,1,25,4,1,12,7,9999,5,22,1
"4524",4524,8,4,1,8,2,12,1201,2,99,1,999,12,1,3,3,9999,5,99,9
"4525",4525,8,4,1,12,3,13,1316,2,99,1,28,4,1,3,1,1991,5,44,1
"4526",4526,8,4,1,14,3,16,1601,2,99,1,39,6,1,8,2,9999,5,42,1
"4527",4527,8,4,1,21,4,16,1615,2,99,1,33,5,1,9,2,2006,5,44,9
"4528",4528,9,4,2,9,2,1,101,1,9,2,27,4,1,1,2,9999,5,34,1
"4529",4529,9,4,2,18,4,1,101,1,17,1,23,3,1,4,99,9999,5,99,9
"4530",4530,9,4,2,16,3,1,106,2,99,1,26,4,1,4,1,2011,5,42,9
"4531",4531,9,4,2,8,2,1,102,2,99,1,39,6,1,12,99,9999,5,3,1
"4532",4532,9,4,2,19,4,6,614,2,99,1,39,6,1,3,4,2006,5,44,1
"4533",4533,9,4,2,17,3,6,601,2,99,1,25,4,1,4,1,2013,5,21,1
"4534",4534,9,4,2,15,3,14,1401,2,99,1,46,8,1,4,99,9999,5,40,1
"4535",4535,10,4,3,19,4,1,102,2,99,1,999,12,1,7,99,9999,5,99,9
"4536",4536,10,4,3,13,3,1,101,1,7,1,32,5,1,7,99,2000,5,22,9
"4537",4537,10,4,3,7,2,1,115,1,9,1,58,10,1,3,2,9999,5,44,9
"4538",4538,10,4,3,22,4,1,108,1,6,1,25,4,1,3,5,9999,5,99,9
"4539",4539,10,4,3,22,4,1,108,1,6,1,999,12,1,3,99,9999,5,99,9
"4540",4540,10,4,3,15,3,21,2101,1,99,1,34,5,1,5,2,9999,5,99,1
"4541",4541,10,4,3,23,4,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
"4542",4542,10,4,3,18,4,5,507,2,99,1,16,2,2,4,5,2008,5,2,1
"4543",4543,10,4,3,0,1,10,1010,2,99,1,28,4,1,1,99,9999,5,99,9
"4544",4544,11,4,4,18,4,1,101,1,18,1,53,9,1,12,3,9999,5,47,1
"4545",4545,11,4,4,9,2,1,115,2,99,1,38,6,1,7,7,9999,5,99,1
"4546",4546,11,4,4,5,1,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
"4547",4547,11,4,4,11,2,11,1101,1,6,2,16,2,2,4,99,2011,5,36,1
"4548",4548,11,4,4,23,4,17,1703,2,99,1,50,9,1,3,6,9999,5,44,1
"4549",4549,11,4,4,23,4,17,1703,2,99,1,28,4,1,4,5,9999,5,21,1
"4550",4550,11,4,4,17,3,17,1703,2,99,1,15,2,2,4,99,9999,5,99,1
"4551",4551,11,4,4,17,3,17,1703,2,99,1,25,4,1,1,99,9999,5,99,9
"4552",4552,11,4,4,17,3,7,704,2,99,1,46,8,1,5,2,1999,5,22,1
"4553",4553,12,4,5,23,4,1,110,1,5,1,999,12,1,99,99,9999,5,99,9
"4554",4554,12,4,5,12,3,22,2201,2,99,1,17,2,2,4,99,9999,5,99,9
"4555",4555,12,4,5,18,4,5,501,2,99,1,47,8,1,4,1,9999,5,24,2
"4556",4556,13,4,6,21,4,1,101,1,11,1,999,12,1,99,99,9999,5,99,9
"4557",4557,13,4,6,23,4,1,101,1,7,1,27,4,1,1,10,9999,5,44,9
"4558",4558,13,4,6,19,4,1,101,1,7,1,30,5,1,1,3,2000,5,32,9
"4559",4559,13,4,6,23,4,1,110,1,6,1,31,5,1,3,2,1995,5,13,2
"4560",4560,13,4,6,23,4,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
"4561",4561,13,4,6,12,3,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
"4562",4562,13,4,6,20,4,5,501,2,99,1,28,4,1,4,99,2006,5,2,9
"4563",4563,13,4,6,2,1,11,1101,2,99,1,999,12,1,99,99,9999,5,99,9
"4564",4564,13,4,6,15,3,12,1201,2,99,1,52,9,1,1,4,1995,5,32,2
"4565",4565,13,4,6,20,4,13,1301,2,99,1,31,5,1,3,1,1987,5,32,1
"4566",4566,13,4,6,14,3,13,1301,2,99,1,999,12,1,99,99,9999,5,99,9
"4567",4567,13,4,6,12,3,16,1601,2,99,1,999,12,1,99,99,9999,5,99,9
"4568",4568,13,4,6,20,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
"4569",4569,13,4,6,20,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
"4570",4570,13,4,6,22,4,3,301,2,99,1,30,5,1,99,99,9999,5,99,9
"4571",4571,13,4,6,20,4,3,301,2,99,1,999,12,1,99,99,9999,5,99,9
"4572",4572,14,4,7,11,2,1,105,1,18,1,42,7,1,3,1,1987,5,44,9
"4573",4573,14,4,7,10,2,19,1901,2,99,1,999,12,1,99,99,9999,5,99,9
"4574",4574,14,4,7,21,4,5,501,2,99,1,999,12,1,1,99,9999,5,20,9
"4575",4575,14,4,7,20,4,12,1201,2,99,1,26,4,1,3,1,1988,5,44,9
"4576",4576,14,4,7,19,4,16,1601,2,99,1,50,9,1,3,2,9999,5,44,9
"4577",4577,15,4,1,15,3,1,102,1,10,1,52,9,1,11,2,2009,5,42,9
"4578",4578,15,4,1,16,3,1,101,1,7,1,30,5,1,1,3,2000,5,32,9
"4579",4579,15,4,1,20,4,11,1101,2,99,1,999,12,1,6,2,9999,5,99,9
"4580",4580,15,4,1,22,4,13,1301,2,99,1,999,12,1,99,99,9999,5,99,9
"4581",4581,15,4,1,7,2,14,1401,2,99,1,32,5,1,4,99,9999,5,99,1
"4582",4582,16,4,2,14,3,1,105,1,18,1,23,3,1,3,6,9999,5,44,9
"4583",4583,16,4,2,22,4,1,102,1,14,1,999,12,1,3,99,9999,5,99,9
"4584",4584,16,4,2,10,2,6,601,2,99,1,39,6,1,3,3,1987,5,11,2
"4585",4585,16,4,2,10,2,10,1001,2,99,1,23,3,1,4,1,2012,5,21,9
"4586",4586,16,4,2,10,2,11,1101,2,99,1,999,12,1,6,99,9999,5,99,9
"4587",4587,16,4,2,22,4,12,1201,2,99,1,999,12,1,99,99,9999,5,99,9
"4588",4588,16,4,2,15,3,2,201,2,99,1,15,2,2,4,1,9999,5,99,9
"4589",4589,16,4,2,20,4,18,1801,2,99,1,47,8,1,1,99,9999,5,99,9
"4590",4590,16,4,2,14,3,7,701,2,99,1,999,12,1,99,99,9999,5,99,9
"4591",4591,17,4,3,15,3,1,101,1,12,1,30,5,1,3,2,2000,5,13,1
"4592",4592,17,4,3,12,3,1,108,1,11,1,27,4,1,2,3,2012,5,20,1
"4593",4593,17,4,3,22,4,1,114,2,99,1,15,2,2,4,99,9999,5,99,1
"4594",4594,17,4,3,18,4,9,924,2,99,1,16,2,2,4,99,9999,5,36,1
"4595",4595,17,4,3,15,3,7,701,2,99,1,999,12,1,3,99,9999,5,99,9
"4596",4596,18,4,4,18,4,1,117,1,7,1,37,6,1,1,99,1998,5,20,9
"4597",4597,18,4,4,18,4,1,117,1,7,1,999,12,1,1,3,9999,5,44,9
"4598",4598,18,4,4,13,3,1,115,1,3,1,999,12,1,4,99,9999,5,99,9
"4599",4599,18,4,4,7,2,10,1012,1,99,1,34,5,1,4,3,2008,5,42,1
"4600",4600,18,4,4,18,4,10,1001,1,1,1,999,12,1,1,99,9999,5,99,9
"4601",4601,18,4,4,8,2,16,1613,2,99,1,999,12,1,5,99,9999,5,99,9
"4602",4602,18,4,4,0,1,7,710,2,99,1,32,5,1,3,3,1998,5,44,9
"4603",4603,19,4,5,13,3,1,101,1,3,1,34,5,1,1,6,9999,5,44,1
"4604",4604,19,4,5,21,4,1,101,1,8,1,50,9,1,11,6,9999,5,34,1
"4605",4605,19,4,5,0,1,1,101,1,18,1,40,7,1,1,4,1991,5,99,1
"4606",4606,19,4,5,18,4,1,108,1,7,1,18,2,1,4,5,9999,5,2,1
"4607",4607,19,4,5,0,1,22,2215,2,99,1,999,12,1,4,99,2006,5,21,9
"4608",4608,19,4,5,7,2,12,1215,2,99,1,999,12,1,99,99,9999,5,99,9
"4609",4609,19,4,5,7,2,16,1604,2,99,1,28,4,1,5,2,2000,5,99,1
"4610",4610,19,4,5,19,4,18,1805,2,99,1,999,12,1,99,99,9999,5,99,9
"4611",4611,20,4,6,23,4,1,101,1,3,1,50,9,1,1,7,1987,5,34,2
"4612",4612,20,4,6,20,4,1,101,1,11,1,49,8,1,4,5,2012,5,42,1
"4613",4613,20,4,6,20,4,1,101,1,7,1,999,12,1,1,99,9999,5,99,9
"4614",4614,20,4,6,9,2,19,1904,2,99,1,999,12,1,13,99,9999,5,99,1
"4615",4615,20,4,6,22,4,5,501,2,99,1,999,12,1,6,99,9999,5,99,9
"4616",4616,20,4,6,21,4,6,605,2,99,1,24,3,1,4,2,2009,5,21,1
"4617",4617,20,4,6,17,3,12,1217,2,99,1,24,3,1,3,10,9999,5,44,2
"4618",4618,20,4,6,16,3,12,1201,1,2,1,999,12,1,6,3,9999,5,15,9
"4619",4619,20,4,6,17,3,13,1301,2,99,1,999,12,1,4,99,9999,5,99,9
"4620",4620,20,4,6,15,3,17,1708,2,99,2,13,1,2,4,5,9999,5,99,9
"4621",4621,20,4,6,20,4,3,310,2,99,1,32,5,1,1,5,1998,5,32,2
"4622",4622,21,4,7,20,4,1,115,1,1,1,23,3,1,1,2,1998,5,30,1
"4623",4623,21,4,7,13,3,16,1602,2,99,1,23,3,1,7,6,2000,5,30,1
"4624",4624,22,4,1,15,3,1,101,1,9,1,69,11,9,1,9,1990,5,21,9
"4625",4625,22,4,1,15,3,1,105,1,6,1,32,5,9,12,1,9999,5,99,9
"4626",4626,22,4,1,13,3,1,115,1,2,1,34,5,9,6,2,1995,5,22,9
"4627",4627,22,4,1,22,4,22,2201,2,99,1,999,12,1,99,99,9999,5,99,9
"4628",4628,22,4,1,6,2,5,501,2,99,1,999,12,1,99,99,9999,5,99,9
"4629",4629,22,4,1,22,4,10,1001,2,99,1,23,3,1,4,3,9999,5,21,1
"4630",4630,22,4,1,11,2,16,1601,2,99,1,51,9,1,1,99,1999,5,37,9
"4631",4631,22,4,1,19,4,4,401,2,99,1,999,12,1,3,6,9999,5,99,9
"4632",4632,22,4,1,19,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
"4633",4633,23,4,2,18,4,1,101,1,7,1,26,4,1,1,4,2001,5,20,9
"4634",4634,23,4,2,19,4,8,801,2,99,1,999,12,1,99,99,9999,5,99,9
"4635",4635,23,4,2,12,3,3,301,2,99,1,28,4,1,5,2,9999,5,19,9
"4636",4636,24,4,3,17,3,1,105,2,99,1,33,5,1,12,6,9999,5,22,1
"4637",4637,24,4,3,10,2,1,101,1,7,1,46,8,1,1,3,9999,5,44,9
"4638",4638,24,4,3,10,2,1,110,1,8,1,999,12,1,1,1,9999,5,37,9
"4639",4639,24,4,3,11,2,10,1001,2,99,1,999,12,1,99,99,9999,5,99,9
"4640",4640,24,4,3,22,4,8,801,2,99,1,999,12,1,99,99,9999,5,99,1
"4641",4641,24,4,3,21,4,2,201,2,99,1,31,5,1,5,2,2012,5,23,9
"4642",4642,25,4,4,7,2,1,101,1,7,1,30,5,1,1,6,9999,5,47,9
"4643",4643,25,4,4,22,4,9,901,2,99,1,25,4,1,6,99,9999,5,99,9
"4644",4644,25,4,4,0,1,8,801,2,99,1,999,12,1,99,99,9999,5,99,9
"4645",4645,25,4,4,13,3,2,201,2,99,1,999,12,1,3,99,9999,5,44,9
"4646",4646,25,4,4,13,3,2,201,2,99,1,999,12,1,99,99,9999,5,99,9
"4647",4647,26,4,5,18,4,1,101,1,21,1,32,5,1,1,99,2004,5,20,9
"4648",4648,26,4,5,10,2,1,101,1,12,1,34,5,1,1,14,9999,5,8,1
"4649",4649,26,4,5,22,4,1,108,1,7,1,27,4,1,1,99,2004,5,44,9
"4650",4650,26,4,5,15,3,19,1901,2,99,1,999,12,1,1,99,9999,5,99,9
"4651",4651,26,4,5,22,4,5,506,2,99,1,999,12,1,1,99,9999,5,99,9
"4652",4652,26,4,5,16,3,10,1002,1,12,1,999,12,1,1,99,9999,5,99,9
"4653",4653,26,4,5,16,3,12,1202,2,99,1,47,8,1,4,1,9999,5,99,1
"4654",4654,26,4,5,10,2,13,1301,1,5,1,35,6,1,3,1,1986,5,44,1
"4655",4655,26,4,5,15,3,16,1604,1,1,1,31,5,1,1,2,1988,5,44,9
"4656",4656,26,4,5,21,4,16,1601,1,12,1,20,3,1,4,1,9999,5,99,2
"4657",4657,26,4,5,20,4,14,1404,2,99,1,999,12,1,5,1,9999,5,99,9
"4658",4658,26,4,5,7,2,4,406,2,99,1,999,12,1,1,99,9999,5,99,9
"4659",4659,27,4,6,22,4,1,101,1,7,1,29,4,1,4,5,2010,5,99,2
"4660",4660,27,4,6,23,4,7,710,2,99,1,36,6,1,2,4,9999,5,44,1
"4661",4661,27,4,6,19,4,3,301,2,99,1,27,4,1,1,2,1993,5,44,2
"4662",4662,28,4,7,2,1,1,114,2,99,1,25,4,1,1,99,9999,5,32,2
"4663",4663,28,4,7,17,3,1,114,2,99,1,36,6,1,1,99,9999,5,20,2
"4664",4664,28,4,7,23,4,6,609,2,99,1,999,12,1,99,99,9999,5,99,9
"4665",4665,28,4,7,22,4,10,1001,2,99,1,31,5,1,4,1,9999,5,21,2
"4666",4666,28,4,7,0,1,17,1701,2,99,1,28,4,1,4,3,9999,5,14,2
"4667",4667,28,4,7,20,4,7,701,2,99,1,28,4,1,5,99,9999,5,99,2
"4668",4668,28,4,7,20,4,7,701,2,99,1,22,3,1,3,8,9999,5,44,1
"4669",4669,29,4,1,7,2,5,511,2,99,1,32,5,1,1,4,2009,5,32,1
"4670",4670,29,4,1,22,4,16,1613,2,99,1,999,12,1,6,99,9999,5,99,9
"4671",4671,29,4,1,13,3,11,1101,2,99,1,999,12,1,99,99,9999,5,99,9
"4672",4672,30,4,2,15,3,1,101,1,11,1,60,11,1,12,6,9999,5,99,1
"4673",4673,30,4,2,22,4,1,101,1,11,1,999,12,1,99,99,9999,5,99,9
"4674",4674,30,4,2,11,2,1,101,1,19,1,46,8,1,12,1,9999,5,33,1
"4675",4675,30,4,2,13,3,13,1301,2,99,1,999,12,1,99,99,9999,5,99,9
"4676",4676,30,4,2,20,4,17,1701,1,99,1,999,12,1,1,99,9999,5,99,9
"4677",4677,30,4,2,3,1,14,1413,2,99,1,999,12,1,1,5,9999,5,99,9
"4678",4678,30,4,2,14,3,7,701,2,99,1,999,12,1,99,99,9999,5,99,9
"4679",4679,1,5,3,16,3,1,101,1,12,1,60,11,1,12,6,9999,5,47,9
"4680",4680,1,5,3,22,4,1,101,1,12,1,999,12,1,3,99,9999,5,99,9
"4681",4681,1,5,3,10,2,1,110,2,99,1,17,2,2,3,9,1989,5,37,9
"4682",4682,1,5,3,9,2,5,501,2,99,2,35,6,1,1,6,9999,5,21,9
"4683",4683,1,5,3,16,3,6,601,2,99,1,27,4,1,4,1,2004,5,2,2
"4684",4684,1,5,3,20,4,11,1101,2,99,1,26,4,1,1,4,9999,5,20,2
"4685",4685,1,5,3,16,3,18,1801,2,99,1,999,12,1,3,99,9999,5,99,9
"4686",4686,1,5,3,10,2,14,1401,2,99,1,32,5,1,1,5,1999,5,32,1
"4687",4687,2,5,4,20,4,1,101,1,3,1,21,3,1,4,5,2012,5,2,9
"4688",4688,2,5,4,17,3,1,101,1,10,1,36,6,1,3,4,1998,5,44,9
"4689",4689,2,5,4,22,4,13,1301,2,99,1,22,3,1,4,99,9999,5,99,9
"4690",4690,2,5,4,12,3,13,1301,2,99,1,37,6,1,3,14,1984,5,44,9
"4691",4691,2,5,4,22,4,13,1301,2,99,1,999,12,1,2,3,9999,5,99,9
"4692",4692,2,5,4,15,3,18,1801,2,99,1,999,12,1,3,2,9999,5,99,9
"4693",4693,2,5,4,14,3,18,1801,2,99,1,999,12,1,99,99,9999,5,99,9
"4694",4694,2,5,4,15,3,17,1701,2,99,1,23,3,1,3,4,9999,5,44,9
"4695",4695,3,5,5,16,3,1,101,1,1,2,42,7,1,1,4,2001,5,34,9
"4696",4696,3,5,5,20,4,1,101,1,17,1,999,12,1,1,9,9999,5,21,9
"4697",4697,3,5,5,21,4,1,115,2,99,1,30,5,1,3,2,1998,5,37,9
"4698",4698,3,5,5,20,4,22,2201,2,99,1,999,12,1,99,99,9999,5,99,9
"4699",4699,3,5,5,22,4,2,201,2,99,1,999,12,1,99,99,9999,5,99,9
"4700",4700,3,5,5,14,3,4,401,2,99,1,999,12,1,3,99,9999,5,99,9
"4701",4701,4,5,6,9,2,1,102,1,3,1,999,12,1,2,9,9999,5,44,9
"4702",4702,4,5,6,18,4,1,101,1,12,1,999,12,1,4,5,9999,5,99,9
"4703",4703,4,5,6,13,3,21,2101,2,99,1,28,4,1,12,2,1992,5,22,9
"4704",4704,4,5,6,7,2,6,601,2,99,1,999,12,1,99,99,9999,5,99,9
"4705",4705,4,5,6,18,4,10,1001,2,99,1,999,12,1,5,2,9999,5,99,9
"4706",4706,4,5,6,2,1,17,1701,2,99,1,999,12,1,99,99,9999,5,99,9
"4707",4707,5,5,7,15,3,1,102,2,99,1,999,12,1,1,2,9999,5,21,9
"4708",4708,5,5,7,13,3,1,115,2,99,1,999,12,1,2,4,9999,5,99,9
"4709",4709,5,5,7,19,4,1,108,2,1,1,74,11,1,3,11,1981,5,44,9
"4710",4710,5,5,7,14,3,1,110,1,8,1,999,12,1,99,99,9999,5,99,9
"4711",4711,5,5,7,12,3,22,2201,2,99,1,34,5,1,4,99,9999,5,99,9
"4712",4712,5,5,7,19,4,19,1901,2,99,1,999,12,1,99,99,9999,5,99,9
"4713",4713,5,5,7,20,4,5,501,2,99,1,999,12,1,99,99,9999,5,99,9
"4714",4714,5,5,7,10,2,9,901,2,99,1,26,4,1,9,2,9999,5,33,9
"4715",4715,5,5,7,20,4,15,1501,2,99,1,999,12,1,4,1,9999,5,2,9
"4716",4716,5,5,7,23,4,17,1701,2,99,1,44,7,1,3,1,1991,5,99,9
"4717",4717,5,5,7,11,2,7,701,2,99,1,999,12,1,99,99,9999,5,99,9
"4718",4718,5,5,7,20,4,7,701,2,99,1,999,12,1,99,99,9999,5,99,9
"4719",4719,6,5,1,11,2,6,610,2,99,1,999,12,1,3,99,9999,5,44,9
"4720",4720,6,5,1,13,3,15,1501,2,99,1,18,2,1,4,1,9999,5,2,1
"4721",4721,6,5,1,17,3,4,414,2,99,1,999,12,1,4,1,9999,5,2,9
"4722",4722,7,5,2,15,3,1,101,1,7,1,54,9,1,3,2,2008,5,23,9
"4723",4723,7,5,2,19,4,1,115,2,12,1,999,12,1,99,99,9999,5,99,9
"4724",4724,7,5,2,16,3,5,501,1,3,1,999,12,1,4,99,9999,5,99,9
"4725",4725,7,5,2,7,2,7,701,2,12,1,999,12,1,3,99,9999,5,99,9
"4726",4726,8,5,3,18,4,1,101,1,18,2,32,5,1,1,3,9999,5,30,1
"4727",4727,8,5,3,9,2,1,117,1,7,1,999,12,1,99,99,9999,5,99,9
"4728",4728,8,5,3,11,2,1,108,1,3,1,26,4,1,12,1,9999,5,3,1
"4729",4729,8,5,3,17,3,5,511,1,99,1,34,5,1,3,1,9999,5,32,9
"4730",4730,8,5,3,13,3,8,801,1,4,1,19,2,1,4,2,2013,5,21,1
"4731",4731,8,5,3,16,3,16,1613,2,99,1,999,12,1,99,99,9999,5,99,9
"4732",4732,8,5,3,9,2,2,208,2,99,1,999,12,1,99,99,9999,5,99,9
"4733",4733,8,5,3,9,2,17,1701,1,2,1,55,10,1,4,99,2013,5,14,1
"4734",4734,9,5,4,7,2,1,101,1,1,1,17,2,2,4,3,2004,5,41,1
"4735",4735,9,5,4,22,4,1,108,2,1,1,999,12,1,99,99,9999,5,99,9
"4736",4736,9,5,4,8,2,10,1010,1,1,1,23,3,1,14,1,2008,5,2,1
"4737",4737,9,5,4,15,3,13,1312,2,99,1,39,6,1,3,3,9999,5,44,1
"4738",4738,9,5,4,21,4,16,1616,2,99,1,22,3,1,4,1,9999,5,2,2
"4739",4739,9,5,4,20,4,17,1712,2,99,1,999,12,1,99,99,9999,5,99,9
"4740",4740,9,5,4,18,4,14,1401,2,99,1,30,5,1,9,2,2000,5,44,1
"4741",4741,10,5,5,16,3,1,101,1,1,1,25,4,1,5,2,2005,5,30,1
"4742",4742,10,5,5,20,4,1,108,1,10,1,30,5,1,1,2,1992,5,44,1
"4743",4743,10,5,5,22,4,20,2001,2,99,1,999,12,1,1,99,9999,5,99,9
"4744",4744,10,5,5,6,2,20,2006,2,99,1,999,12,1,1,99,9999,5,99,9
"4745",4745,10,5,5,21,4,5,501,2,99,1,999,12,1,1,99,9999,5,99,9
"4746",4746,10,5,5,14,3,3,301,2,99,1,999,12,1,3,99,9999,5,99,9
"4747",4747,11,5,6,3,1,1,101,1,9,1,999,12,1,99,99,9999,5,99,9
"4748",4748,11,5,6,8,2,1,105,2,99,1,44,7,1,5,2,9999,5,30,9
"4749",4749,11,5,6,10,2,1,110,1,5,1,26,4,1,11,2,2005,5,32,9
"4750",4750,11,5,6,1,1,1,110,2,99,1,999,12,1,99,99,9999,5,99,9
"4751",4751,11,5,6,22,4,1,110,1,2,1,999,12,1,1,99,9999,5,99,9
"4752",4752,11,5,6,5,1,20,2001,2,99,1,999,12,1,3,99,9999,5,99,9
"4753",4753,11,5,6,23,4,5,506,2,99,1,999,12,1,1,99,9999,5,99,9
"4754",4754,11,5,6,7,2,9,901,2,99,1,999,12,1,3,99,9999,5,99,9
"4755",4755,11,5,6,19,4,13,1301,2,99,1,32,5,1,3,1,9999,5,44,2
"4756",4756,11,5,6,22,4,2,201,2,99,1,999,12,1,3,99,9999,5,99,9
"4757",4757,11,5,6,17,3,4,401,2,99,1,999,12,1,3,99,9999,5,99,9
"4758",4758,12,5,7,15,3,1,101,1,7,1,43,7,1,2,2,2012,5,30,9
"4759",4759,12,5,7,7,2,1,110,1,5,1,999,12,1,1,5,9999,5,99,9
"4760",4760,12,5,7,12,3,1,110,1,19,1,999,12,1,12,1,9999,5,99,9
"4761",4761,12,5,7,21,4,1,110,2,99,1,999,12,1,3,5,9999,5,99,9
"4762",4762,12,5,7,23,4,22,2201,2,99,1,999,12,1,3,99,9999,5,99,9
"4763",4763,12,5,7,16,3,20,2001,2,99,1,999,12,1,3,99,9999,5,99,9
"4764",4764,12,5,7,19,4,19,1901,2,99,1,999,12,1,3,99,9999,5,99,9
"4765",4765,12,5,7,6,2,10,1001,2,99,1,23,3,1,9,99,1986,5,44,1
"4766",4766,12,5,7,19,4,10,1001,2,99,1,999,12,1,12,7,9999,5,22,9
"4767",4767,12,5,7,0,1,11,1101,2,99,1,36,6,1,4,3,2012,5,2,9
"4768",4768,12,5,7,19,4,13,1301,2,99,1,999,12,1,3,3,1981,5,44,9
"4769",4769,12,5,7,9,2,16,1601,2,99,1,42,7,1,4,5,2008,5,99,9
"4770",4770,12,5,7,0,1,4,401,2,99,1,25,4,1,4,1,2012,5,99,9
"4771",4771,13,5,1,12,3,1,110,1,7,1,999,12,1,4,1,9999,5,24,9
"4772",4772,13,5,1,23,4,19,1901,2,99,1,24,3,1,4,5,9999,5,42,9
"4773",4773,13,5,1,15,3,19,1901,2,99,1,999,12,1,4,1,9999,5,99,9
"4774",4774,13,5,1,13,3,19,1901,2,99,1,999,12,1,4,99,9999,5,99,9
"4775",4775,13,5,1,23,4,10,1001,1,2,1,999,12,1,2,99,9999,5,99,9
"4776",4776,13,5,1,11,2,9,901,2,99,1,42,7,1,3,6,1989,5,44,9
"4777",4777,13,5,1,16,3,2,201,2,99,1,999,12,1,99,99,9999,5,99,9
"4778",4778,14,5,2,21,4,1,105,1,18,1,35,6,1,3,99,2003,5,30,9
"4779",4779,14,5,2,21,4,1,115,1,3,1,29,4,1,12,7,9999,5,13,9
"4780",4780,14,5,2,7,2,1,110,1,8,2,29,4,1,2,4,2012,5,37,9
"4781",4781,14,5,2,18,4,22,2201,2,99,1,999,12,1,4,99,9999,5,99,9
"4782",4782,14,5,2,18,4,19,1901,2,99,1,32,5,1,14,1,2013,5,2,9
"4783",4783,14,5,2,0,1,5,501,2,99,1,999,12,1,99,99,9999,5,99,9
"4784",4784,14,5,2,18,4,17,1701,2,99,1,999,12,1,3,99,9999,5,99,9
"4785",4785,15,5,3,7,2,1,103,2,99,2,18,2,1,1,11,1997,5,32,9
"4786",4786,15,5,3,21,4,7,710,2,99,1,22,3,1,1,5,2005,5,37,2
"4787",4787,15,5,3,12,3,4,404,2,99,1,35,6,1,5,7,9999,5,99,1
"4788",4788,15,5,3,19,4,1,102,2,99,1,20,3,1,4,5,2008,5,41,1
"4789",4789,15,5,3,19,4,1,101,1,6,1,17,2,2,4,1,2010,5,36,1
"4790",4790,16,5,4,13,3,10,1001,1,2,1,999,12,1,4,3,9999,5,37,9
"4791",4791,16,5,4,18,4,9,917,2,99,1,18,2,1,3,1,9999,5,37,2
"4792",4792,16,5,4,19,4,8,802,2,99,1,999,12,1,1,99,9999,5,99,9
"4793",4793,16,5,4,22,4,2,207,2,99,1,999,12,1,3,2,9999,5,44,9
"4794",4794,16,5,4,17,3,7,710,2,99,1,28,4,1,1,5,9999,5,44,2
"4795",4795,16,5,4,21,4,1,101,1,18,2,19,2,1,4,99,9999,5,99,9
"4796",4796,16,5,4,11,2,1,111,2,99,1,49,8,1,3,11,1984,5,44,1
"4797",4797,19,5,7,2,1,1,101,1,19,1,999,12,1,1,9,9999,5,37,9
"4798",4798,19,5,7,8,2,22,2201,1,1,1,57,10,1,9,1,2004,5,44,1
"4799",4799,19,5,7,19,4,22,2206,2,99,1,30,5,1,4,99,2010,5,21,2
"4800",4800,19,5,7,0,1,11,1101,2,99,1,18,2,1,4,1,9999,5,45,2
"4801",4801,17,5,5,13,3,18,1801,2,99,1,18,2,1,4,1,2010,5,24,1
